Address,Price
"5/1, Newhaven Main Street, Edinburgh, EH6 4LJ","£155,000  on 14 August 2024"
"16 Netherbank View, Edinburgh, EH16 6YY","£627,500  on 14 August 2024"
"55/5, Arden Street, Edinburgh, EH9 1BT","£373,000  on 14 August 2024"
"10, Dalmeny Street, Edinburgh, EH6 8RA","£262,000  on 14 August 2024"
"2/5, Westfield Road, Edinburgh, EH11 2QR","£254,500  on 14 August 2024"
"21 Wallace Gardens, Edinburgh, EH12 6HT","£1,472,500  on 14 August 2024"
"Flat 4, 40 Meadowsweet Drive, Edinburgh, EH4 8FG","£425,000  on 13 August 2024"
"1 Yorkston Court, Edinburgh, EH17 8XX","£265,000  on 13 August 2024,£220,000  on 28 August 2020"
"18 Hillpark Brae, Edinburgh, EH4 7TD","£765,000  on 13 August 2024"
"4/5 Blackford Avenue, Edinburgh, EH9 2ET","£475,000  on 13 August 2024"
"1F3, 12 Broughton Road, Edinburgh, EH7 4EB","£190,000  on 13 August 2024"
"5 Morningside Place, Edinburgh, EH10 5ES","£1,300,000  on 13 August 2024"
"5 South Mellis Park, Edinburgh, EH8 7TP","£170,000  on 13 August 2024"
"16/13 Salamander Street, Edinburgh, EH6 7HR","£195,000  on 13 August 2024"
"22 Collier Place, Edinburgh, EH16 4PZ","£250,000  on 13 August 2024,£260,000  on 24 July 2023"
"Flat 3, 34 Barnton Avenue West, Edinburgh, EH4 6DE","£667,500  on 13 August 2024"
"Flat 3, 1 O'donnel Road, Edinburgh, EH17 8ZN","£200,000  on 13 August 2024,£195,000  on 30 June 2022"
"103 Gilmerton Dykes Crescent, Edinburgh, EH17 8JW","£201,059  on 13 August 2024"
"37/2 Gilmerton Place, Edinburgh, EH17 8TP","£173,600  on 13 August 2024,£154,227  on 24 September 2021"
"33/6, Parkside Terrace, Edinburgh, EH16 5XP","£350,000  on 12 August 2024"
"27 Warriston Drive, Edinburgh, EH3 5LY","£302,000  on 12 August 2024"
"3/5, Easter Dalry Drive, Edinburgh, EH11 2TE","£281,100  on 12 August 2024"
"7 Stanley Road, Edinburgh, EH6 4SE","£1,050,000  on 12 August 2024,£885,000  on 25 June 2021"
"Flat 30, 3 Salamander Court, Edinburgh, EH6 7JE","£237,500  on 12 August 2024"
"25 Pikes Pool Drive, Kirkliston, EH29 9GH","£385,000  on 12 August 2024"
"Flat 19, 35 Simpson Loan, Edinburgh, EH3 9GH","£280,000  on 12 August 2024"
"Flat 7, 14 Queen Charlotte Street, Edinburgh, EH6 6AT","£410,000  on 12 August 2024"
"47, Dundee Terrace, Edinburgh, EH11 1DW","£270,000  on 12 August 2024"
"51/1, Bryson Road, Edinburgh, EH11 1DS","£308,000  on 12 August 2024"
"43 Cunningham Square, Edinburgh, EH15 1BA","£320,000  on 12 August 2024,£289,995  on 16 June 2022"
"4 The Gallolee, Edinburgh, EH13 9QJ","£450,000  on 12 August 2024"
"8 Baberton Mains Way, Edinburgh, EH14 3HF","£440,125  on 12 August 2024"
"77 Cornhill Terrace, Edinburgh, EH6 8EJ","£520,000  on 12 August 2024"
"Flat 3, 1 Matthew Street, Edinburgh, EH16 4GZ","£180,000  on 12 August 2024"
"55/11 Caledonian Crescent, Edinburgh, EH11 2AT","£285,000  on 12 August 2024"
"9/2 New Cut Rigg, Edinburgh, EH6 4QR","£307,345  on 12 August 2024"
"139 Caroline Terrace, Edinburgh, EH12 8QU","£607,500  on 12 August 2024"
"St Bernard's Cottage, Mackenzie Place, Edinburgh, EH3 6TS","£2,873,000  on 12 August 2024"
"6/1, Rocheid Park, Edinburgh, EH4 1RP","£415,000  on 12 August 2024"
"46 Summerside Street, Edinburgh, EH6 4NU","£510,000  on 12 August 2024"
"19 Quality Street, Edinburgh, EH4 5BP","£180,000  on 12 August 2024,£170,000  on 12 May 2023"
"9A, Forrester Park Drive, Edinburgh, EH12 9AY","£162,500  on 12 August 2024"
"3/6, Lochend House, 24 Restalrig Gardens, Edinburgh, EH7 6HT","£69,907  on 12 August 2024"
"6 Corrennie Gardens, Edinburgh, EH10 6DG","£1,401,400  on 12 August 2024"
"36 Provost Milne Grove, South Queensferry, EH30 9PJ","£265,000  on 12 August 2024"
"33 Bryce Avenue, Edinburgh, EH7 6TR","£425,000  on 12 August 2024"
"31 Claremont Road, Edinburgh, EH6 7NH","£763,345  on 12 August 2024"
"31 Claremont Road, Edinburgh, EH6 7NH","£763,345  on 12 August 2024"
"Flat 7, 3 Flaxmill Place, Edinburgh, EH6 5QU","£270,000  on 12 August 2024"
"4/6 Echline Rigg, South Queensferry, West Lothian, EH30 9XN","£170,000  on 12 August 2024,£150,000  on 16 October 2020"
"Flat 13, 31Simpson Loan, Edinburgh, EH3 9GG","£268,000  on 12 August 2024"
"42/6 Barnton Park Avenue, Edinburgh, EH4 6EY","£325,200  on 12 August 2024"
"15 Lixmount Avenue, Edinburgh, EH5 3EW","£480,000  on 12 August 2024"
"Flat 1, 6 Flaxmill Place, Edinburgh, EH6 5QU","£246,000  on 12 August 2024"
"15 Belvedere Park, Edinburgh, EH6 4LR","£330,000  on 12 August 2024"
"3 Gilberstoun Wynd, Edinburgh, EH15 2RR","£305,500  on 12 August 2024"
"14 Ellis Drive, Edinburgh, EH14 2AE","£245,000  on 9 August 2024"
"11/2, Northfield Broadway, Edinburgh, EH8 7QF","£185,000  on 9 August 2024"
"10A/10B/12/12 1F, Broughton Street Lane, Edinburgh, EH1 3LY","£280,000  on 9 August 2024"
"2/3, Carrick Knowe Avenue, Edinburgh, EH12 7BX","£230,000  on 9 August 2024"
"40 Craigmount Park, Edinburgh, EH12 8EE","£430,000  on 9 August 2024"
"71 Ferrymuir Gait, South Queensferry, EH30 9QU","£519,995  on 9 August 2024"
"4 The Walled Garden, Edinburgh, EH5 3FA","£700,000  on 9 August 2024,£675,000  on 17 November 2022"
"43 Broomhall Gardens, Edinburgh, EH12 7QB","£258,555  on 9 August 2024"
"4/5, Murieston Crescent, Edinburgh, EH11 2LQ","£259,000  on 9 August 2024"
"80 Carter Drive, Edinburgh, EH17 8GR","£265,000  on 9 August 2024,£247,000  on 26 November 2021"
"77/61, Barnton Park View, Edinburgh, EH4 6EL","£202,000  on 9 August 2024,£210,000  on 16 October 2020"
"1F1, 36 George Street, Edinburgh, EH2 2LE","£485,000  on 9 August 2024"
"16 Ellis Drive, Edinburgh, EH14 2AE","£345,000  on 9 August 2024,£283,000  on 14 August 2020"
"18/2, Hillend Place, Edinburgh, EH8 7AE","£165,000  on 9 August 2024"
"19/2, Stenhouse Place West, Edinburgh, EH11 3JW","£180,000  on 9 August 2024"
"12 Barnton Court, Edinburgh, EH4 6EH","£271,000  on 9 August 2024"
"54 Ravenswood Avenue, Edinburgh, EH16 5SH","£220,000  on 9 August 2024"
"Flat X, 2a Dean Path, Edinburgh, EH4 3BA","£225,000  on 9 August 2024"
"26 Dudley Bank, Edinburgh, EH6 4HH","£393,000  on 9 August 2024"
"57 Morningside Park, Edinburgh, EH10 5EZ","£1,405,000  on 9 August 2024"
"83/8 Dickson Street, Edinburgh, EH6 8QH","£218,000  on 9 August 2024"
"2 McLaren Terrace, Edinburgh, EH11 2BN","£249,500  on 9 August 2024"
"Flat 34, 32 Peffer Bank, Edinburgh, EH16 4FG","£178,600  on 9 August 2024"
"49 Sighthill Terrace, Edinburgh, EH11 4QH","£193,000  on 9 August 2024"
"Flat 8, 18 Northfield Drive, Edinburgh, EH8 7RP","£165,000  on 9 August 2024"
"18 Bellrock Park, Edinburgh, EH10 6TY","£525,000  on 9 August 2024,£495,000  on 18 April 2023"
"73/3 Haymarket Terrace, Edinburgh, EH12 5HD","£390,000  on 9 August 2024"
"32 Niddrie Marischal Crescent, Edinburgh, EH16 4LA","£200,000  on 9 August 2024"
"2c Church Hill, Edinburgh, EH10 4BQ","£888,000  on 9 August 2024"
"14/2 Hutchison Cottages, Edinburgh, EH14 1PY","£192,600  on 9 August 2024"
"29 Millar Crescent, Edinburgh, EH10 5HN","£295,000  on 9 August 2024"
"12 Braehead Loan, Edinburgh, EH4 6BL","£415,000  on 9 August 2024"
"3/12 New Cut Rigg, Edinburgh, EH6 4QR","£280,000  on 9 August 2024"
"14 Links Gardens, Edinburgh, EH6 7JG","£312,000  on 9 August 2024"
"42/3 Watson Crescent, Edinburgh, EH11 1ET","£187,695  on 9 August 2024"
"12 Rochester Terrace, Edinburgh, EH10 5AB","£555,000  on 9 August 2024,£478,478  on 29 January 2020"
"27, Sloan Street, Edinburgh, EH6 8PN","£138,000  on 9 August 2024"
"238/5, Canongate, Edinburgh, EH8 8AB","£195,800  on 9 August 2024"
"38 Mountcastle Terrace, Edinburgh, EH8 7SF","£395,000  on 9 August 2024"
"186 Carrick Knowe Road, Edinburgh, EH12 7BP","£207,000  on 9 August 2024,£165,000  on 27 October 2023"
"65 Bellrock Park, Edinburgh, EH10 6TY","£901,000  on 9 August 2024"
"65 Bellrock Park, Edinburgh, EH10 6TY","£901,000  on 9 August 2024"
"68 Ravelston Dykes, Edinburgh, EH12 6HF","£1,590,000  on 9 August 2024"
"159 Craigmount Brae, Edinburgh, EH12 8XW","£290,000  on 9 August 2024"
"Pf2, 11 Dalgety Avenue, Edinburgh, EH7 5UQ","£185,000  on 9 August 2024"
"186 Carrick Knowe Road, Edinburgh, EH12 7BP","£207,000  on 9 August 2024,£165,000  on 27 October 2023"
"12 Rochester Terrace, Edinburgh, EH10 5AB","£555,000  on 9 August 2024,£478,478  on 29 January 2020"
"2 Adit Place, Edinburgh, EH17 8GA","£338,000  on 9 August 2024,£277,995  on 25 March 2021"
"23 Currievale Park Grove, Currie, EH14 5XA","£262,523  on 9 August 2024,£225,000  on 28 May 2020"
"Flat 7, 9 Pringle Drive, Edinburgh, EH16 4XB","£177,000  on 9 August 2024"
"4 Hadley Terrace, Edinburgh, EH11 4FP","£277,500  on 9 August 2024"
"9 Lauriston Gardens, Edinburgh, EH3 9HH","£830,000  on 9 August 2024"
"Flat 2, 9 Durie Loan, Edinburgh, EH17 8TT","£190,000  on 9 August 2024"
"Flat 8, 4 Tait Wynd, Edinburgh, EH15 2RH","£247,000  on 9 August 2024"
"Flat 1B, 3 Flaxmill Place, Edinburgh, EH6 5QU","£247,500  on 9 August 2024,£225,000  on 14 December 2020"
"36j Cramond Vale, Edinburgh, EH4 6RB","£310,000  on 9 August 2024"
"25 Carrick Knowe Drive, Edinburgh, EH12 7EB","£260,036  on 9 August 2024,£210,000  on 8 March 2021"
"41c Newtoft Street, Edinburgh, EH17 8RB","£215,000  on 9 August 2024"
"Flat 2, 8 Bruntsfield Crescent, Edinburgh, EH10 4EZ","£1,100,000  on 9 August 2024"
"3/1 Gibson Street, Edinburgh, EH7 4LW","£215,000  on 9 August 2024"
"118 Stenhouse Avenue, Edinburgh, EH11 3DB","£181,888  on 9 August 2024"
"5/13, Peffer Place, Edinburgh, EH16 4BB","£125,000  on 9 August 2024"
"60/2 Haymarket Terrace, Edinburgh, EH12 5LA","£380,000  on 9 August 2024"
"79 Newtoft Street, Edinburgh, EH17 8RB","£147,500  on 9 August 2024"
"22 Gilberstoun Wynd, Edinburgh, EH15 2RR","£215,000  on 9 August 2024"
"26/6 Causewayside, Edinburgh, EH9 1QB","£205,158  on 9 August 2024"
"11 Ainslie Place, Edinburgh, EH3 6AS","£735,000  on 9 August 2024"
"57a Argyle Crescent, Edinburgh, EH15 2QE","£328,000  on 9 August 2024"
"9/1, Macdowall Road, Edinburgh, EH9 3ED","£371,500  on 9 August 2024"
"8/5, Great Junction Street, Edinburgh, EH6 5LA","£190,750  on 9 August 2024,£165,250  on 17 September 2021"
"13/7 Calder Grove, Edinburgh, EH11 4NB","£125,000  on 9 August 2024,£105,000  on 9 December 2019"
"16/11 Powderhall Road, Edinburgh, EH7 4GB","£320,000  on 9 August 2024"
"3F1, 244 Dalry Road, Edinburgh, EH11 2JG","£245,500  on 9 August 2024"
"13 Douglas Terrace, Edinburgh, EH11 2BS","£410,000  on 9 August 2024,£382,501  on 31 March 2021"
"23A, Royal Terrace, Edinburgh, EH7 5AH","£350,000  on 9 August 2024"
"5 Springvalley Terrace, Edinburgh, EH10 4QB","£223,438  on 9 August 2024"
"44 Eildon Terrace, Edinburgh, EH3 5LU","£440,000  on 9 August 2024"
"26 Broomhall Gardens, Edinburgh, EH12 7QA","£270,000  on 9 August 2024"
"1 Stoneyhill Terrace, Musselburgh, EH21 6SG","£380,000  on 9 August 2024"
"704 Ferry Road, Edinburgh, EH4 4AH","£207,500  on 9 August 2024"
"31/10, Halmyre Street, Edinburgh, EH6 8QE","£180,000  on 9 August 2024"
"2 Durham Drive, Edinburgh, EH15 1PG","£607,500  on 9 August 2024"
"9 Stair Park, Edinburgh, EH12 6HL","£297,500  on 9 August 2024"
"75 Gilmerton Dykes Road, Edinburgh, EH17 8PD","£295,000  on 9 August 2024"
"2 Rosebery Avenue, South Queensferry, EH30 9JB","£225,000  on 9 August 2024"
"41 Mountcastle Gardens, Edinburgh, EH8 7SS","£291,174  on 9 August 2024"
"23 Pilrig House Close, Edinburgh, EH6 5RF","£182,000  on 9 August 2024"
"3/7, Oxgangs Crescent, Edinburgh, EH13 9HQ","£100,000  on 9 August 2024"
"114 Braid Road, Edinburgh, EH10 6AS","£1,035,123  on 9 August 2024"
"333 South Gyle Road, Edinburgh, EH12 9EE","£220,000  on 9 August 2024"
"19 Craigs Park, Edinburgh, EH12 8UL","£237,000  on 9 August 2024"
"10 Rowantree Grove, Currie, EH14 5AT","£320,500  on 9 August 2024"
"303/7, Leith Walk, Edinburgh, EH6 8SA","£260,000  on 9 August 2024"
"5/43, Drummond Street, Edinburgh, EH8 9TT","£268,000  on 9 August 2024"
"55 Brogan Crescent, Edinburgh, EH12 0DE","£469,995  on 9 August 2024"
"2F2, 108 Lauriston Place, Edinburgh, EH3 9HX","£370,000  on 9 August 2024"
"11 Cammo Tower View, Cammo, Edinburgh, EH4 8GJ","£599,995  on 9 August 2024"
"Flat 8, 63 Ocean Drive, Edinburgh, EH6 6BP","£215,000  on 9 August 2024,£202,500  on 4 February 2021"
"16/1, West Newington Place, Edinburgh, EH9 1QU","£225,000  on 9 August 2024,£215,000  on 25 February 2020"
"4/15, Murieston Place, Edinburgh, EH11 2LT","£230,250  on 9 August 2024,£175,000  on 6 December 2019"
"1 Rosevale Terrace, Edinburgh, EH6 8AQ","£205,500  on 9 August 2024,£167,500  on 7 September 2020"
"64/2, Camus Avenue, Edinburgh, EH10 6QX","£609,550  on 9 August 2024,£550,000  on 8 October 2021"
"28 Rowantree Avenue, Currie, EH14 5AU","£257,000  on 9 August 2024,£208,500  on 5 February 2021"
"180 Colinton Mains Road, Edinburgh, EH13 9BU","£299,500  on 9 August 2024"
"Flat 15, 3 Woodcroft Road, Edinburgh, EH10 4FA","£630,000  on 9 August 2024"
"Flat 1, 34 Torwood Crescent, Edinburgh, EH12 9GJ","£210,000  on 9 August 2024"
"83 Glendinning Crescent, Edinburgh, EH16 6DN","£190,000  on 9 August 2024"
"34 Wardieburn Terrace, Edinburgh, EH5 1DZ","£130,000  on 9 August 2024"
"75 March Road, Edinburgh, EH4 3PR","£1,150,115  on 9 August 2024"
"13/14 Redbraes Grove, Edinburgh, EH7 4LJ","£155,000  on 9 August 2024,£122,000  on 29 November 2019"
"Flat 4, 3 Meggetland View, Edinburgh, EH14 1XS","£230,000  on 9 August 2024"
"3/7 Western Harbour Way, Edinburgh, EH6 6LP","£279,000  on 9 August 2024,£282,000  on 15 October 2021"
"43 East Kilngate Place, Edinburgh, EH17 8UR","£190,000  on 9 August 2024,£175,000  on 8 October 2021"
"Flat 9, 7 Saltire Street, Edinburgh, EH5 1QS","£164,000  on 9 August 2024"
"Flat 7, 5 Hawkhill Close, Edinburgh, EH7 6FD","£235,000  on 9 August 2024"
"12 Craiglockhart Drive South, Edinburgh, EH14 1HZ","£610,550  on 9 August 2024"
"2-11 Bothwell House, Bothwell Street, Edinburgh, EH7 5YL","£206,000  on 9 August 2024"
"49/2 North Junction Street, Edinburgh, EH6 6HS","£150,000  on 9 August 2024"
"5A, Palmerston Road, Edinburgh, EH9 1TL","£285,000  on 9 August 2024"
"Flat 6, 14 Colonsay Close, Edinburgh, EH5 1BF","£185,000  on 9 August 2024"
"1/6 Fauldburn Park, Edinburgh, EH12 8YN","£112,500  on 9 August 2024"
"3 Wester Drylaw Drive, Edinburgh, EH4 2SS","£214,000  on 9 August 2024,£208,050  on 11 November 2022"
"22 Comely Bank Avenue, Edinburgh, EH4 1EL","£282,500  on 9 August 2024"
"9/12 Newton Street, Edinburgh, EH11 1TG","£170,000  on 9 August 2024,£145,000  on 26 November 2021"
"101/3 East Trinity Road, Edinburgh, EH5 3EX","£243,000  on 9 August 2024"
"9/3, Brunton Terrace, Edinburgh, EH7 5EH","£345,050  on 9 August 2024"
"32 Henderson Street, Edinburgh, EH6 6DE","£135,000  on 9 August 2024"
"10f Forrester Park Avenue, Edinburgh, EH12 9AH","£159,000  on 9 August 2024"
"Flat 3, 14 Arneil Drive, Edinburgh, EH5 2GS","£177,000  on 9 August 2024"
"40 Waterfield Road, Edinburgh, EH10 6TG","£503,500  on 9 August 2024"
"52 Clerwood Park, Edinburgh, EH12 8PP","£406,500  on 8 August 2024"
"Flat 9, 3 Victoria Quay, Edinburgh, EH6 6EZ","£327,500  on 8 August 2024"
"27 Old Dalkeith Road, Edinburgh, EH16 4TE","£375,000  on 8 August 2024"
"1 Meadowsweet Mews, Edinburgh, EH4 8FH","£999,995  on 8 August 2024"
"67 Saughton Road, Edinburgh, EH11 3LT","£187,500  on 8 August 2024,£182,000  on 30 September 2022"
"4/16 Caledonian Crescent, Edinburgh, EH11 2DE","£165,000  on 8 August 2024"
"15 Brighouse Park Drive, Edinburgh, EH4 6QG","£850,000  on 8 August 2024"
"9/4, Glendevon Park, Edinburgh, EH12 5XD","£192,000  on 8 August 2024"
"54 Parkhead Drive, Edinburgh, EH11 4SP","£187,698  on 8 August 2024,£161,252  on 10 July 2020"
"24/6, Gardner's Crescent, Edinburgh, EH3 8DE","£370,000  on 8 August 2024"
"43 Brogan Crescent, Edinburgh, EH12 0DE","£571,995  on 8 August 2024"
"29/2, Saughton Grove, Edinburgh, EH12 5SN","£201,400  on 8 August 2024"
"54 Parkhead Drive, Edinburgh, EH11 4SP","£187,698  on 8 August 2024,£161,252  on 10 July 2020"
"9/4, Glendevon Park, Edinburgh, EH12 5XD","£192,000  on 8 August 2024"
"4/16 Caledonian Crescent, Edinburgh, EH11 2DE","£165,000  on 8 August 2024"
"4 The Crescent, Morningside Drive, Edinburgh, EH10 5NX","£531,238  on 8 August 2024,£412,000  on 29 January 2021"
"28/56 Roseburn Place, Edinburgh, EH12 5NX","£165,277  on 8 August 2024"
"83/5 North Meggetland, Edinburgh, EH14 1XJ","£240,000  on 8 August 2024,£220,000  on 29 March 2021"
"Flat 1, 40 Kimmerghame Drive, Edinburgh, EH4 2GJ","£293,000  on 8 August 2024"
"71 Muir Wood Road, Currie, Midlothian, EH14 5JE","£340,000  on 8 August 2024"
"17 Cowan Road, Edinburgh, EH11 1RL","£440,444  on 8 August 2024"
"94, Bruntsfield Place, Edinburgh, EH10 4ES","£345,000  on 8 August 2024"
"3/2, Ormiston Terrace, Edinburgh, EH12 7SJ","£207,500  on 8 August 2024,£90,000  on 3 September 2020"
"8 Greendale Park, Edinburgh, EH4 4QD","£170,000  on 8 August 2024"
"Flat 7 Level 3, 22 Ashley Place, Edinburgh, EH6 5GB","£260,500  on 8 August 2024"
"Flat 4, 25 Lurie Place, Edinburgh, EH16 4FY","£195,000  on 8 August 2024"
"1/7, Oxgangs Drive, Edinburgh, EH13 9HB","£132,700  on 8 August 2024"
"86A, Grange Loan, Edinburgh, EH9 2EP","£540,230  on 8 August 2024"
"40 Paisley Avenue, Edinburgh, EH8 7LG","£420,000  on 8 August 2024"
"31 Corslet Crescent, Currie, EH14 5HR","£325,000  on 8 August 2024"
"2F4, 19 Yeaman Place, Edinburgh, EH11 1BS","£185,000  on 8 August 2024"
"7/7, Ritchie Place, Edinburgh, EH11 1DT","£186,000  on 8 August 2024"
"49/3 Spylaw Road, Edinburgh, EH10 5BP","£435,000  on 8 August 2024"
"11 Baberton Mains Lea, Edinburgh, EH14 3HB","£306,050  on 8 August 2024"
"10/7 Wardie Road, Edinburgh, EH5 3QD","£316,000  on 8 August 2024"
"4/1 Marlborough Street, Edinburgh, EH15 2BG","£415,000  on 8 August 2024"
"Flat 4, 11 Slateford Gait, Edinburgh, EH11 1GW","£240,000  on 8 August 2024"
"15/5 Meadowfield Gardens, Edinburgh, EH8 7NT","£205,200  on 8 August 2024"
"5 Glendevon Terrace, Edinburgh, EH12 5UW","£315,750  on 8 August 2024"
"Flat 10, 8 Duncan Place, Edinburgh, EH6 8HW","£410,000  on 8 August 2024,£359,000  on 25 September 2020"
"67/13 Giles Street, Edinburgh, EH6 6DD","£247,000  on 8 August 2024,£175,000  on 17 March 2023"
"Flat 5, 2 Cunningham Square, Edinburgh, EH15 1BF","£321,995  on 8 August 2024"
"11 Lennie Cottages, Craigs Road, Edinburgh, EH12 0BB","£377,027  on 8 August 2024"
"4 Rowantree Grove, Currie, EH14 5AT","£270,470  on 8 August 2024"
"Flat 2, 36 Meadowsweet Drive, Edinburgh, EH4 8FE","£420,000  on 8 August 2024"
"9 Norwal Drive, Edinburgh, EH12 0ED","£679,995  on 8 August 2024"
"15 3F1, Lochrin Terrace, Edinburgh, EH3 9QL","£205,880  on 8 August 2024"
"Flat F1, 24 Ashley Place, Edinburgh, EH6 5GB","£210,000  on 8 August 2024"
"54 Sighthill Drive, Edinburgh, EH11 4QJ","£250,000  on 8 August 2024"
"12 North Platt Crescent, Ratho, Newbridge, EH28 8JT","£510,000  on 8 August 2024,£427,000  on 7 February 2020"
"6 Hyvot Green, Edinburgh, EH17 8PH","£210,000  on 8 August 2024,£170,000  on 3 December 2020"
"27 Learmonth Crescent, Edinburgh, EH4 1DD","£385,000  on 8 August 2024,£350,000  on 10 November 2022"
"16 Seaview Terrace, Edinburgh, EH15 2HD","£805,000  on 8 August 2024"
"129/8, Gilmore Place, Edinburgh, EH3 9PP","£360,000  on 7 August 2024"
"139/3 Great Junction Street, Edinburgh, EH6 5JB","£231,000  on 7 August 2024"
"Flat 9, 17 Lochend Park View, Edinburgh, EH7 5FX","£215,000  on 7 August 2024,£195,000  on 25 March 2022"
"1 Salmond Place, Edinburgh, EH7 5ST","£155,000  on 7 August 2024"
"3/4 Harrismith Place, Edinburgh, EH7 5PA","£191,587  on 7 August 2024,£163,500  on 16 October 2020"
"80/5, Montpelier Park, Edinburgh, EH10 4NG","£430,000  on 6 August 2024"
"26/2, Albion Road, Edinburgh, EH7 5QW","£140,000  on 6 August 2024"
"13 Norwal Drive, Edinburgh, EH12 0ED","£699,995  on 6 August 2024"
"58 Falcon Avenue, Edinburgh, EH10 4AW","£448,000  on 6 August 2024"
"29 Maingait Medway, Newcraighall, Musselburgh, EH21 8SY","£410,051  on 6 August 2024,£329,995  on 25 September 2020"
"Flat 37, 26 Viewforth, Edinburgh, EH10 4FF","£595,000  on 6 August 2024,£530,000  on 27 November 2020"
"8 Savile Terrace, Edinburgh, EH9 3AD","£856,000  on 6 August 2024"
"Flat 3, 39 Mentone Terrace, Edinburgh, EH9 2DF","£317,100  on 6 August 2024"
"24/1 Clearburn Crescent, Edinburgh, EH16 5ER","£155,000  on 6 August 2024"
"93/1 Brunswick Street, Edinburgh, EH7 5HR","£280,000  on 6 August 2024"
"41 Rankin Drive, Edinburgh, EH9 3DF","£339,500  on 6 August 2024"
"9/6 Duff Road, Edinburgh, EH11 2TH","£250,000  on 6 August 2024"
"16 Ross Gardens, Edinburgh, EH9 3BS","£621,126  on 6 August 2024"
"32/3, Harrison Gardens, Edinburgh, EH11 1SG","£315,000  on 6 August 2024"
"20 Duddingston Row, Edinburgh, EH15 3ND","£725,000  on 6 August 2024"
